date,flow,E-MLR
1967-08-31,1699.895459976105,1282.297047509868
1967-09-30,2550.154320987654,2083.0915308446265
1967-10-31,1630.077658303465,1105.9129136662607
1967-11-30,841.0493827160494,636.3600733116824
1967-12-31,386.0513739545997,469.6879897510734
1968-01-31,286.9997013142174,282.30914224479636
1968-02-29,253.9910600255428,290.7505455256359
1968-03-31,317.9883512544803,270.9460880732316
1968-04-30,496.9135802469136,376.45933027703103
1968-05-31,1189.889486260454,886.2844511859569
1968-06-30,1130.0154320987654,749.1971570385715
1968-07-31,1440.0388291517324,910.1991133591293
1968-08-31,1020.0119474313022,1050.8197005989184
1968-09-30,2069.830247,1302.3051438705456
1968-10-31,1319.8178016726404,961.1052002344841
1968-11-30,677.8549383,578.6520557299019
1968-12-31,378.9575866188769,337.5336364818716
1969-01-31,261.9847670250896,219.06321976307132
1969-02-28,251.984127,149.5823393987502
1969-03-31,294.9895459976105,288.7600127232585
1969-04-30,375.00000000000006,422.4465810175361
1969-05-31,548.8351254480286,741.5532984223122
1969-06-30,689.8148148148148,1037.356423647251
1969-07-31,1149.9402628434889,1623.7369010064153
1969-08-31,881.8697729988053,1679.1015077650864
1969-09-30,768.1327160493827,1195.482465671127
1969-10-31,896.0573476702509,933.1366471941707
1969-11-30,437.1141975308642,590.6078195131936
1969-12-31,218.0032855436081,375.93430579342777
1970-01-31,183.99044205495807,227.72527970259983
1970-02-28,159.01951058201058,114.14620057502448
1970-03-31,200.00746714456392,118.34033111964837
1970-04-30,380.0154320987654,413.023594966058
1970-05-31,594.0113500597372,730.5034323914657
1970-06-30,714.1203703703704,844.2766273806751
1970-07-31,731.0334528076463,1007.7283348176657
1970-08-31,1229.8387096774193,1695.5524916281809
1970-09-30,599.9228395061729,1251.1786004331425
1970-10-31,645.1612903225806,672.5514062554776
1970-11-30,372.99382716049377,365.1020184821714
1970-12-31,186.00657108721623,207.7208478456553
1971-01-31,183.24372759856632,150.16044004261116
1971-02-28,156.00198412698413,48.944255159561706
1971-03-31,201.0155316606929,203.7144587881767
1971-04-30,315.0077160493827,428.32941743731914
1971-05-31,477.89725209080046,672.2746644566679
1971-06-30,618.8271604938271,872.5145837269033
1971-07-31,714.979092,1002.8603708126461
1971-08-31,614.9193548387096,993.1676647214019
1971-09-30,1369.9845679012346,1453.8027862547817
1971-10-31,1870.1463560334528,1186.1596347500495
1971-11-30,755.0154320987655,682.2242773020879
1971-12-31,303.0167264038232,442.17244504230194
1972-01-31,220.99014336917563,255.9277096192343
1972-02-29,212.00510855683268,181.88475381515772
1972-03-31,280.98864994026286,276.25455248349743
1972-04-30,440.2006172839506,377.7839334486008
1972-05-31,742.9808841099162,835.1647255394296
1972-06-30,1060.1851851851852,833.3026270898355
1972-07-31,1929.883512544803,1538.522087420832
1972-08-31,1130.152329749104,1480.464533595798
1972-09-30,814.8148148148148,1117.1204354392119
1972-10-31,652.6284348864993,678.2870631908511
1972-11-30,378.0092592592592,353.31636000320424
1972-12-31,215.01642771804063,218.20278212058298
1973-01-31,174.99253285543608,107.98781142990339
1973-02-28,178.98478835978835,0.2798646948087384
1973-03-31,219.0113500597372,104.24620896513188
1973-04-30,279.0123456790124,327.04311685850587
1973-05-31,561.9026284348865,641.4167864662866
1973-06-30,1000.0,795.7902556459237
1973-07-31,953.9277180406212,1057.7221367977484
1973-08-31,928.1660692951016,1024.2626824314368
1973-09-30,1069.830247,1023.9007143313233
1973-10-31,1070.041816009558,836.7765311193044
1973-11-30,548.9969135802469,533.815846369157
1973-12-31,256.0110513739546,360.8451076198045
1974-01-31,167.0026882,189.36430652019803
1974-02-28,181.0102513227513,122.70863859310438
1974-03-31,227.0011947431302,154.0837807759007
1974-04-30,325.0,439.19536395664835
1974-05-31,489.0979689366786,658.7497180895724
1974-06-30,917.0524691358024,681.3321103574917
1974-07-31,897.9241338112306,957.4834760060996
1974-08-31,1040.1732377538829,1225.2309760938442
1974-09-30,1349.9228395061727,1213.1451695984156
1974-10-31,999.8506571087216,1043.892393622414
1974-11-30,636.1882716049382,653.5259583296499
1974-12-31,284.98357228195937,395.37473350435147
1975-01-31,192.98835125448028,292.35606777260074
1975-02-28,192.9976851851852,224.86790930724476
1975-03-31,242.01015531660693,313.8054992840019
1975-04-30,301.00308641975306,592.3329823660595
1975-05-31,679.8835125448029,805.2045723953454
1975-06-30,1140.0462962962963,899.0721130452007
1975-07-31,2280.0925925925926,1378.6669124660123
1975-08-31,1929.883512544803,1645.961204024908
1975-09-30,1729.9382716049383,1308.2161806901581
1975-10-31,2010.155316606929,1433.677521606437
1975-11-30,949.0740741,954.4653881496314
1975-12-31,372.0131421744325,601.1498426630911
1976-01-31,271.9907407407408,380.0828956171558
1976-02-29,279.01500638569604,241.03032783941367
1976-03-31,329.0023894862604,192.04706857866523
1976-04-30,451.3888888888889,445.8370016646517
1976-05-31,654.8685782556751,875.3833751733677
1976-06-30,1199.8456790123455,798.5298826729165
1976-07-31,1519.937275985663,969.3559915455796
1976-08-31,2060.185185185185,1431.6755041782849
1976-09-30,2150.077160493828,1635.383176349108
1976-10-31,1120.0716845878137,1086.0925170550743
1976-11-30,586.0339506,651.8250898733884
1976-12-31,315.00149342891274,387.36273736033877
1977-01-31,228.00925925925927,230.14352987410206
1977-02-28,219.99007936507937,184.44947994976732
1977-03-31,294.9895459976105,185.4517317261891
1977-04-30,670.1388888888889,389.52878702789496
1977-05-31,890.0836320191158,737.727827423076
1977-06-30,994.9845679012344,1012.7648918570952
1977-07-31,831.0931899641577,811.9645138557458
1977-08-31,760.9020310633214,965.8560734650615
1977-09-30,694.8302469135804,742.2463965803693
1977-10-31,567.1296296296297,574.9275838163459
1977-11-30,355.0154320987654,299.8329246605167
1977-12-31,192.98835125448028,165.32463730490073
1978-01-31,136.9847670250896,110.90641454024349
1978-02-28,151.00033068783068,22.07271385465489
1978-03-31,197.99133811230587,106.91305947759547
1978-04-30,484.9537037037037,369.71424520605143
1978-05-31,595.1314217443249,643.9416177351368
1978-06-30,800.9259259,755.885152098245
1978-07-31,620.1463560334528,793.071003899557
1978-08-31,1149.9402628434889,1174.0820836406626
1978-09-30,1859.953703703704,1794.1524744243525
1978-10-31,1089.8297491039427,1046.0571384700681
1978-11-30,587.9629629629629,580.177353826985
1978-12-31,274.0068697729988,341.8535056050303
1979-01-31,200.00746714456392,241.0838921097887
1979-02-28,187.00396825396825,142.64781523679633
1979-03-31,221.99820788530465,133.29162922764118
1979-04-30,390.0462962962963,491.5293880188471
1979-05-31,400.98566308243727,675.7942564214447
1979-06-30,467.9783950617284,836.953771759375
1979-07-31,1080.1224611708485,1404.0222046833665
1979-08-31,1749.9253285543607,1978.8924950080263
1979-09-30,1790.1234567901236,1733.9585812450105
1979-10-31,1040.1732377538829,1130.6747683529452
1979-11-30,486.1111111111111,665.1269672668545
1979-12-31,266.01702508960574,354.1630323803615
1980-01-31,183.99044205495807,195.940739396052
1980-02-29,185.9833971902937,155.6556654645375
1980-03-31,244.99701314217444,131.26626485350477
1980-04-30,339.0046296296297,356.7160759407881
1980-05-31,368.9889486260453,767.7421490467109
1980-06-30,616.8981481481482,757.1431706018784
1980-07-31,1379.9283154121863,1190.962908178579
1980-08-31,994.9970131421744,1710.8363437940204
1980-09-30,1420.138888888889,2090.620044042147
1980-10-31,1170.1015531660694,1295.5270570655298
1980-11-30,525.8487654320987,646.177781715557
1980-12-31,233.01224611708483,412.9934128175254
1981-01-31,182.0116487455197,218.1684022195093
1981-02-28,187.00396825396825,149.82713334794877
1981-03-31,227.0011947431302,199.85666913160222
1981-04-30,336.99845679012344,416.08996383085866
1981-05-31,571.9832735961768,699.8251691019889
1981-06-30,1010.0308641975308,753.0947976739186
1981-07-31,1670.026882,1197.634471887818
1981-08-31,1059.9611708482676,1103.416342862038
1981-09-30,3530.0925925925926,2076.2449661016817
1981-10-31,1730.137395459976,1403.6548774238843
1981-11-30,697.1450617,755.3561029572405
1981-12-31,341.9952210274791,467.81090938009544
1982-01-31,253.9949223416965,274.74723062595956
1982-02-28,244.00628306878303,192.44455047049573
1982-03-31,281.9967144563919,214.46661572511908
1982-04-30,403.1635802469135,407.720775094853
1982-05-31,816.9056153,837.1693986609573
1982-06-30,1469.9074074074074,869.6777484346834
1982-07-31,1749.9253285543607,1227.2677386632943
1982-08-31,1070.041816009558,1259.9329582788919
1982-09-30,1670.138888888889,1441.4195488997689
1982-10-31,1659.9462365591398,1371.8559297890954
1982-11-30,736.8827160493828,761.077718489084
1982-12-31,340.0164277180406,466.380057954861
1983-01-31,234.9910394265233,267.3715718373891
1983-02-28,217.01388888888889,201.01631869324322
1983-03-31,233.01224611708483,157.80519973733934
1983-04-30,442.9012345679012,278.3726415022055
1983-05-31,868.0555555555555,728.4117283224675
1983-06-30,1219.9074074074074,754.1489329861304
1983-07-31,2660.170250896057,1505.6211391762133
1983-08-31,1879.8536439665472,2102.227297933871
1983-09-30,1130.0154320987654,1212.6122391687968
1983-10-31,2019.862604540024,1349.7202386384283
1983-11-30,935.1851851851852,818.3126913294657
1983-12-31,377.83751493428906,522.1783175713351
1984-01-31,261.01403823178015,363.08724716262986
1984-02-29,264.0086206896552,231.6289691242017
1984-03-31,298.9844683,328.84998516740853
1984-04-30,412.8086419753086,498.9425985396164
1984-05-31,498.05854241338113,1032.3615578046038
1984-06-30,1010.0308641975308,1205.662438411163
1984-07-31,2430.1821983273594,1923.4820008997983
1984-08-31,1500.1493428912784,1939.4391678499487
1984-09-30,831.0185185185185,1256.822370000975
1984-10-31,862.8285543608124,1254.2735408212009
1984-11-30,492.0138888888889,794.2596021807069
1984-12-31,275.01493428912784,539.593756772261
1985-01-31,204.00238948626043,370.9428646630134
1985-02-28,182.0023148148148,289.58126093017347
1985-03-31,228.00925925925927,322.250440306804
1985-04-30,330.0154320987654,432.3290111537151
1985-05-31,426.0005973715651,1070.0031026898907
1985-06-30,652.0061728395061,1059.039137077425
1985-07-31,1300.0298685782557,1593.7298474387007
1985-08-31,971.1021505376344,1428.5182661762603
1985-09-30,2380.0154320987654,2093.1424260636913
1985-10-31,1189.889486260454,1546.2719679968984
1985-11-30,516.9753086419753,843.0839528608084
1985-12-31,272.9988052568698,536.5182474909002
1986-01-31,206.0185185185185,365.1131830344975
1986-02-28,196.01521164021165,283.7974506090015
1986-03-31,229.0173237753883,280.6166674660754
1986-04-30,328.0092592592593,495.9654692259918
1986-05-31,823.9994026284348,989.8341310454895
1986-06-30,1099.9228395061727,1170.0894295375285
1986-07-31,1580.047789725209,1835.3711267592032
1986-08-31,717.9659498207885,1477.2511704998658
1986-09-30,996.9135802469136,1531.9685812485218
1986-10-31,377.0908004778972,1138.624565129812
1986-11-30,18.80015432098765,628.7462740857019
1986-12-31,15.098566308243727,389.59058741281166
1987-01-31,12.899492234169651,303.26452283775507
1987-02-28,307.00231481481484,240.5940829659107
1987-03-31,599.9850657108722,241.1064015469401
1987-04-30,355.0154320987654,429.0896698963008
1987-05-31,427.1206690561529,815.4656114482796
1987-06-30,643.1327160493828,1145.995172619891
1987-07-31,809.0651135005974,1887.5731205310053
1987-08-31,853.1212664277181,1647.9857027906542
1987-09-30,333.9891975308642,1242.738577193472
1987-10-31,234.9910394265233,884.1790431458725
1987-11-30,226.0030864197531,562.2499605826231
1987-12-31,375.97072879330943,403.3994531834674
1988-01-31,321.0125448028674,283.66762140797687
1988-02-29,415.0702426564496,192.35934342764023
1988-03-31,484.9910394265233,208.82523407382106
1988-04-30,339.0046296296297,425.1349782170541
1988-05-31,449.14874551971326,1115.2750645295432
1988-06-30,493.05555555555554,1073.0998219396993
1988-07-31,700.0448028673835,1448.6884151180907
1988-08-31,554.0621266427718,1414.7651652440916
1988-09-30,581.0185185185185,1269.4592168336924
1988-10-31,604.8387096774194,1554.193691268933
1988-11-30,542.0524691358024,1037.9156914470004
1988-12-31,477.1505376344086,605.8596291984362
1989-01-31,653.0017921146953,446.54776329251246
1989-02-28,457.1759259259259,317.0445323093776
1989-03-31,443.9217443249701,340.15949116625734
1989-04-30,420.9104938271605,488.377639713385
1989-05-31,676.1499402628435,1045.8152870833412
1989-06-30,770.8333333333334,2463.283565038594
1989-07-31,997.983871,1915.2773938702885
1989-08-31,1810.0358422939069,2273.8222557395056
1989-09-30,1841.4351851851848,2140.936061560616
1989-10-31,831.0931899641577,1642.7984276835675
1989-11-30,520.4475308641976,954.038369328595
1989-12-31,433.09438470728793,590.5254862302747
1990-01-31,617.1594982078853,393.94970040800075
1990-02-28,622.5198412698413,282.59972338595594
1990-03-31,676.8966547192354,321.66436210278806
1990-04-30,680.1697530864197,480.16551781004307
1990-05-31,1070.041816009558,969.2610456746006
1990-06-30,986.8827160493828,923.9341040251611
1990-07-31,756.0483870967741,940.8706023652663
1990-08-31,735.8870967741935,1034.801422498399
1990-09-30,652.0061728395061,1205.5808452320935
1990-10-31,611.1857825567503,990.6888343782462
1990-11-30,488.8117283950617,673.9850423795865
1990-12-31,589.9044205495818,410.221536302103
1991-01-31,588.0376344086021,284.7436153989769
1991-02-28,558.0357142857143,210.81351846833223
1991-03-31,608.9456391875746,204.06699225548925
1991-04-30,496.9135802469136,361.7330465745187
1991-05-31,574.9701314217443,816.3958916304159
1991-06-30,716.0493827160493,814.6785756388902
1991-07-31,854.9880525686978,950.9228470558932
1991-08-31,903.1511350059736,1387.7914315803387
1991-09-30,601.0802469135803,1406.2607573878602
1991-10-31,535.020908,1295.1480028468075
1991-11-30,738.8117283950617,796.3155269675899
1991-12-31,343.00328554360806,473.3841472789128
1992-01-31,676.1499402628435,324.0592739048174
1992-02-29,409.8818646232439,273.362188208
1992-03-31,363.9859617682199,247.1666286539507
1992-04-30,388.8888888888889,476.7835052540132
1992-05-31,554.0621266427718,978.7269979620199
1992-06-30,689.0432098765432,1010.8255073270972
1992-07-31,658.9755077658302,1883.9260121576622
1992-08-31,629.1069295101554,2043.1712559464374
1992-09-30,393.13271604938274,1725.6882576691926
1992-10-31,229.0173237753883,1679.9524169910962
1992-11-30,498.8425925925926,986.5305309678893
1992-12-31,630.9737157,571.2059716971144
1993-01-31,538.0077658303464,378.4710585667324
1993-02-28,646.9080687830688,289.26119172657116
1993-03-31,507.1311230585424,261.2741809244194
1993-04-30,491.89814814814815,558.962354585088
1993-05-31,611.1857825567503,962.6750855070154
1993-06-30,778.1635802469136,1028.4492954301932
1993-07-31,710.1254480286739,1619.4019926694846
1993-08-31,769.8626045400239,2076.728403768447
1993-09-30,839.1203703703703,1768.1433402680418
1993-10-31,607.0788530465951,1239.1093823467759
1993-11-30,591.0493827160494,716.9478520311937
1993-12-31,573.8500597371565,492.73566111437754
1994-01-31,648.8948626,325.79909011233013
1994-02-28,663.0291005291006,211.94102676440852
1994-03-31,729.9133811230586,265.8614324114824
1994-04-30,628.0864197530864,497.81879704293084
1994-05-31,906.1379928315412,1285.3880245883163
1994-06-30,785.1080246913581,1075.7389643133638
1994-07-31,623.8799283154121,1449.4797836254443
1994-08-31,788.9038231780168,1263.8021609572015
1994-09-30,704.8611111111111,1288.3787029458695
1994-10-31,679.1367980884111,1376.3609615746745
1994-11-30,618.8271604938271,844.8379250750775
1994-12-31,716.0991636798088,528.7325161092048
1995-01-31,729.1666666666666,342.23046081454896
1995-02-28,644.8412698412699,268.9978391519008
1995-03-31,682.8703703703703,261.380398129944
1995-04-30,444.0586419753087,423.9277827871476
1995-05-31,586.1708482676224,1270.3516246943518
1995-06-30,783.1790123,953.635676460398
1995-07-31,800.8512544802867,1131.723191730342
1995-08-31,655.9886499402628,1670.540061851891
1995-09-30,594.1358024691358,1678.687077229499
1995-10-31,650.0149342891278,1219.2877211339055
1995-11-30,569.0586419753087,763.0536595331065
1995-12-31,320.0044802867383,516.1985217730147
1996-01-31,449.89545997610514,347.5835841399906
1996-02-29,484.1155810983397,285.4110680992736
1996-03-31,461.84289127837513,251.3980767858498
1996-04-30,354.0123456790124,563.5317717416443
1996-05-31,539.8745519713261,1403.1297099125793
1996-06-30,560.1851851851852,1369.2201771963914
1996-07-31,722.8195937873357,1360.7234121606846
1996-08-31,713.8590203106332,1474.1195495020363
1996-09-30,603.0092592592592,1307.716598659358
1996-10-31,390.1583035,1038.5294373013742
1996-11-30,451.00308641975306,744.763674769133
1996-12-31,452.8823178016726,531.2293971543155
1997-01-31,123.99193548387096,375.9263251749383
1997-02-28,375.0,295.20112694608434
1997-03-31,270.98267622461174,314.32728901685107
1997-04-30,352.0061728395062,518.0220611830661
1997-05-31,471.9235364396655,1127.887421814201
1997-06-30,655.8641975308642,1090.4121953287138
1997-07-31,521.9534050179211,1523.4281276215306
1997-08-31,355.9961170848268,1537.452691368582
1997-09-30,452.1604938271605,1466.7247081601788
1997-10-31,570.8632019,1150.7315810138439
1997-11-30,576.0030864197531,725.3376582726092
1997-12-31,423.0137395459976,492.63020537656354
1998-01-31,393.14516129032256,340.9525003535073
1998-02-28,343.99801587301585,266.9434923724898
1998-03-31,345.99014336917566,235.44490956509432
1998-04-30,342.0138888888889,703.9846871590311
1998-05-31,399.1188769414576,859.4878954062528
1998-06-30,604.9382716049382,879.9471014404755
1998-07-31,440.9348864994026,1149.380292421918
1998-08-31,445.0418160095579,1586.727251381324
1998-09-30,513.8888888888889,1810.7224982904859
1998-10-31,524.9402628434887,1498.116947995826
1998-11-30,503.0864197530864,944.2786848881797
1998-12-31,514.8596176821983,603.2841271190167
1999-01-31,537.0322580645161,391.64004632507573
1999-02-28,563.1428571428571,311.2300812925294
1999-03-31,607.9354838709677,283.1203094238276
1999-04-30,610.5333333333333,664.7684443825186
1999-05-31,564.9677419354839,1056.4642474317268
1999-06-30,664.5,1571.0554433871955
1999-07-31,647.8387096774194,2376.886364023025
1999-08-31,502.7419355,1876.97455264768
1999-09-30,640.1,1473.3990833432588
1999-10-31,594.8387096774194,1260.0198986132302
1999-11-30,609.4666666666667,890.8735823632486
1999-12-31,613.9677419354839,628.2572286028684
2000-01-31,681.9354838709677,399.4361212638238
2000-02-29,630.1379310344828,307.0717224292688
2000-03-31,562.2580645,274.852354190086
2000-04-30,704.5999999999999,505.4318064302125
2000-05-31,625.1612903225806,908.2568809836574
2000-06-30,555.8933333333333,832.9844134403162
2000-07-31,647.7096774193549,1170.3775892341137
2000-08-31,641.5806451612904,1104.2374311725257
2000-09-30,510.1666666666667,1165.901397389184
2000-10-31,618.0322580645161,1042.9546829800129
2000-11-30,649.3666666666667,675.5641509075382
2000-12-31,559.7419355,480.8551418375075
2001-01-31,480.8064516129032,344.10566033854485
2001-02-28,518.4285714285714,270.79880712378167
2001-03-31,500.03225806451616,304.37404932381634
2001-04-30,468.3333333333333,553.4439914100333
2001-05-31,587.1612903225806,825.8018210125435
2001-06-30,598.9666666666667,1175.3534315796496
2001-07-31,617.516129,1189.6775147054066
2001-08-31,562.2258064516129,1155.665554488503
2001-09-30,501.7,1282.013976532995
2001-10-31,420.9354838709677,1422.41691925341
2001-11-30,628.9333333333333,910.47963776008
2001-12-31,661.7096774193549,572.3018120558008
2002-01-31,385.9032258064516,395.5711698402393
2002-02-28,378.3928571428572,266.7848227020351
2002-03-31,476.8419354838709,301.03230897216343
2002-04-30,536.8333333333334,559.6880178424716
2002-05-31,552.483871,853.1884167378072
2002-06-30,454.76666666666665,1053.5588397282136
2002-07-31,512.4516129032259,1380.1786202939531
2002-08-31,549.0645161290323,1373.8341111432983
2002-09-30,530.4,1013.9421165347442
2002-10-31,760.4193548387096,752.168185649019
2002-11-30,666.9666666666667,417.80694108210787
2002-12-31,506.06451612903226,261.4901494039022
2003-01-31,373.64516129032256,232.04924037807814
2003-02-28,214.75,96.80627996687492
2003-03-31,253.06451612903223,172.2309521542992
2003-04-30,387.8666666666667,415.14425987224956
2003-05-31,394.9870967741936,704.0186948064955
2003-06-30,426.1,882.9596766538934
2003-07-31,510.6774193548387,1210.547588713504
2003-08-31,342.48387096774195,1476.7571434485535
2003-09-30,409.0,1639.481404517927
2003-10-31,403.2580645,1523.0503379669913
2003-11-30,487.3,951.3219942110713
2003-12-31,398.4193548387097,592.3011542228613
2004-01-31,429.1290322580645,363.2465653724154
2004-02-29,504.82758620689657,293.95718724973807
2004-03-31,528.7419355,346.64719697848847
2004-04-30,468.4333333333333,459.36543187446
2004-05-31,516.2258064516129,747.894147948404
2004-06-30,587.6333333333333,1002.6497946192443
2004-07-31,542.8709677419355,1371.7990770022632
2004-08-31,333.80612903225807,1451.249741027917
2004-09-30,441.73333333333335,1784.4419130521387
2004-10-31,537.7096774193549,1592.8930230042738
2004-11-30,484.4,957.1465464310952
2004-12-31,504.5806451612903,577.243236142381
2005-01-31,513.1612903225806,339.0360884647085
2005-02-28,406.8571428571429,212.97464659549843
2005-03-31,457.9354838709677,310.8194922332878
2005-04-30,523.1,545.7341233623042
2005-05-31,556.3548387096774,972.7530626370442
2005-06-30,532.2333333333333,1122.3566788375156
2005-07-31,588.9032258064516,2178.5127720254254
2005-08-31,584.7419355,2252.9848237876577
2005-09-30,591.5333333333333,1828.5905524053267
2005-10-31,775.0322580645161,2017.4982159626293
2005-11-30,558.3333333333334,1107.8899048348396
2005-12-31,502.3225806451613,670.933821524208
2006-01-31,433.4516129032258,410.90495195035163
2006-02-28,454.82142857142856,358.52295549553344
2006-03-31,648.0,311.1170735529248
2006-04-30,924.2333333333332,479.6178118995228
2006-05-31,948.6129032258063,1011.9719865825125
2006-06-30,775.5666666666667,1086.257440920063
2006-07-31,900.516129,1335.8646415611615
2006-08-31,651.7419355,1368.660821549096
2006-09-30,531.6333333333333,1399.0568719868484
2006-10-31,512.2903225806451,1223.7501644487118
2006-11-30,506.06666666666666,798.2978815105262
2006-12-31,488.9354838709677,501.11274367083564
2007-01-31,495.5161290322581,358.3575475236048
2007-02-28,481.4285714285714,214.20262246882746
2007-03-31,568.4258064516129,292.90952673077464
2007-04-30,571.6733333333333,630.0466261856993
2007-05-31,664.7419355,782.716197123035
2007-06-30,819.9333333333333,1225.3778487838704
2007-07-31,673.7096774193549,1854.0480202322267
2007-08-31,824.6774193548387,1561.792270907066
2007-09-30,821.2666666666667,1518.3112476229721
2007-10-31,533.6451612903226,1222.8106744307584
2007-11-30,466.73333333333335,797.6900162487491
2007-12-31,498.7419355,536.05935048434
2008-01-31,493.35483870967744,352.6735727096366
2008-02-29,522.1379310344828,315.3387968120514
2008-03-31,438.5806451612903,349.1000500873526
2008-04-30,707.9333333333333,499.6167255915112
2008-05-31,782.2580645161291,973.2152283941072
2008-06-30,926.2333333333332,959.6187495078638
2008-07-31,805.0967741935484,1201.5308819340512
2008-08-31,782.6129032258066,1533.6311811407045
2008-09-30,661.9666666666667,1373.3858085728775
2008-10-31,525.7419355,1408.0259372291396
2008-11-30,449.83,905.4036471719073
2008-12-31,509.0967741935484,592.8309419434866
2009-01-31,460.2129032258064,443.71887659206953
2009-02-28,564.4642857142857,287.4016634604932
2009-03-31,573.516129,322.2628415212757
2009-04-30,918.9666666666668,613.0545753715496
2009-05-31,936.0967741935484,1161.829270126128
2009-06-30,851.8,1363.0643087158385
2009-07-31,618.0645161290323,2097.025500727035
2009-08-31,665.9677419354839,2222.7819011871006
2009-09-30,635.3666666666667,1997.4609453175342
2009-10-31,602.8709677419355,1634.3287475484378
2009-11-30,666.1333333333334,1023.3140400228942
2009-12-31,545.7096774193549,650.8586158482942
2010-01-31,506.3870967741936,420.7403632161397
2010-02-28,444.32142857142856,309.25930879894116
2010-03-31,500.7419355,381.47342915705224
2010-04-30,838.0,546.0605664489389
2010-05-31,906.2903225806452,1063.4691757412315
2010-06-30,910.2,1155.9271924686386
